x1, y1, x2, y2,dx,dy
1898,1979,1898,1979
1819,1978,1819,1978
1947,1960,1947,1960
1499,1971,1499,1971
1476,1971,1476,1971
1132,1973,1132,1973
1842,1968,1842,1968
1459,89,1459,89
403,61,403,61
468,150,468,150
348,120,348,120
757,644,757,644
1418,41,1418,41
580,349,580,349
1199,562,1199,562
1634,255,1634,255
339,163,339,163
1579,492,1579,492
427,158,427,158
1133,387,1133,387
1336,76,1336,76
354,70,354,70
1502,179,1502,179
1040,373,1040,373
407,25,407,25
398,89,398,89
1145,432,1145,432
1633,183,1633,183
1433,39,1433,39
1001,349,1001,349
613,319,613,319
1553,95,1553,95
851,282,851,282
1347,176,1347,176
730,548,730,548
815,149,815,149
414,186,414,186
1172,562,1172,562
327,46,327,46
835,696,835,696
551,147,551,147
324,171,324,171
1550,116,1550,116
433,196,433,196
712,34,712,34
511,352,511,352
331,133,331,133
1942,1029,1942,1029
799,935,799,935
1648,201,1648,201
871,161,871,161
1567,464,1567,464
935,725,935,725
821,467,821,467
1556,455,1556,455
1688,202,1688,202
1361,171,1361,171
765,170,765,170
1573,470,1573,470
776,707,776,707
779,205,779,205
958,189,958,189
1179,523,1179,523
1395,227,1395,227
1095,561,1095,561
818,428,818,428
1644,480,1644,480
1831,1369,1831,1369
1811,1403,1811,1403
1829,1283,1829,1283
1307,1393,1307,1393
1393,1367,1393,1367
1684,1364,1684,1364
1482,1227,1482,1227
1565,182,1565,182
1579,190,1579,190
1960,1366,1960,1366
1778,1233,1778,1233
1717,1388,1717,1388
1880,1368,1880,1368
882,1413,882,1413
1693,1376,1693,1376
1292,1383,1292,1383
1134,1283,1134,1283
1881,1934,1881,1934
1461,1191,1461,1191
879,1160,879,1160
1791,1392,1791,1392
1859,1361,1859,1361
1264,1363,1264,1363
1950,1876,1950,1876
1571,1205,1571,1205
1955,1858,1955,1858
1264,1388,1264,1388
1948,1903,1948,1903
1435,1966,1435,1966
1787,1246,1787,1246
1930,1869,1930,1869
1723,1368,1723,1368
1463,1206,1463,1206
1475,1191,1475,1191
1764,1229,1764,1229
1144,1966,1144,1966
1947,1789,1947,1789
1865,1367,1865,1367
1359,1956,1359,1956
1098,1112,1098,1112
1690,1969,1690,1969
456,1290,456,1290
1183,531,1183,531
1903,1836,1903,1836
1116,1295,1116,1295
1952,1858,1952,1858
783,940,783,940
1816,1887,1816,1887
1647,1229,1647,1229
1157,1979,1157,1979
1898,1979,1898,1979
1799,1886,1799,1886
371,119,371,119
302,57,302,57
168,15,168,15
172,19,172,19
416,155,416,155
227,48,227,48
202,53,202,53
218,59,218,59
1393,58,1393,58
1374,48,1374,48
1344,47,1344,47
1383,59,1383,59
774,1,774,1
165,22,165,22
1439,25,1439,25
1408,62,1408,62
1321,47,1321,47
365,103,365,103
1463,90,1463,90
239,36,239,36
777,133,777,133
1542,149,1542,149
1502,158,1502,158
1277,157,1277,157
275,64,275,64
280,71,280,71
849,111,849,111
463,112,463,112
1416,27,1416,27
408,144,408,144
438,149,438,149
1463,163,1463,163
1525,88,1525,88
1462,111,1462,111
1498,117,1498,117
1498,126,1498,126
498,123,498,123
1500,97,1500,97
767,129,767,129
772,130,772,130
1395,47,1395,47
1412,47,1412,47
1382,52,1382,52
1382,57,1382,57
1449,80,1449,80
1466,81,1466,81
1470,91,1470,91
203,22,203,22
181,30,181,30
1459,129,1459,129
1470,135,1470,135
260,65,260,65
466,101,466,101
353,71,353,71
1318,21,1318,21
1459,67,1459,67
1455,76,1455,76
1409,102,1409,102
334,75,334,75
404,62,404,62
460,148,460,148
453,149,453,149
1435,148,1435,148
1363,7,1363,7
435,104,435,104
448,105,448,105
437,108,437,108
1498,139,1498,139
308,105,308,105
1461,59,1461,59
1522,149,1522,149
1510,151,1510,151
1551,168,1551,168
737,67,737,67
1697,229,1697,229
218,9,218,9
387,91,387,91
403,159,403,159
1294,153,1294,153
1634,260,1634,260
1525,137,1525,137
493,106,493,106
481,108,481,108
358,128,358,128
1327,16,1327,16
327,46,327,46
1333,171,1333,171
373,113,373,113
283,127,283,127
1304,15,1304,15
1367,51,1367,51
190,31,190,31
374,100,374,100
230,33,230,33
382,109,382,109
206,39,206,39
1512,182,1512,182
1340,171,1340,171
342,96,342,96
1535,162,1535,162
1468,55,1468,55
1538,165,1538,165
1528,165,1528,165
1533,168,1533,168
1530,171,1530,171
232,28,232,28
1537,172,1537,172
1439,55,1439,55
1446,58,1446,58
904,215,904,215
1410,9,1410,9
1455,105,1455,105
325,107,325,107
140,10,140,10
1337,76,1337,76
518,186,518,186
292,70,292,70
1400,4,1400,4
231,62,231,62
1390,14,1390,14
1348,72,1348,72
1401,37,1401,37
1371,31,1371,31
1468,117,1468,117
1490,119,1490,119
1474,123,1474,123
135,6,135,6
322,147,322,147
177,6,177,6
333,152,333,152
150,12,150,12
1438,121,1438,121
312,155,312,155
1357,15,1357,15
1319,30,1319,30
1288,145,1288,145
1311,26,1311,26
1317,28,1317,28
1409,82,1409,82
1391,84,1391,84
1338,42,1338,42
920,195,920,195
175,32,175,32
1418,41,1418,41
1426,129,1426,129
1429,41,1429,41
1573,102,1573,102
1575,194,1575,194
1416,106,1416,106
1299,160,1299,160
1509,92,1509,92
1570,182,1570,182
1446,118,1446,118
1462,100,1462,100
1471,106,1471,106
366,114,366,114
384,122,384,122
407,125,407,125
401,186,401,186
843,214,843,214
240,52,240,52
1655,224,1655,224
221,40,221,40
273,50,273,50
229,42,229,42
259,56,259,56
1672,228,1672,228
249,62,249,62
1667,237,1667,237
1447,71,1447,71
1439,76,1439,76
458,139,458,139
1546,175,1546,175
1491,156,1491,156
1455,159,1455,159
1445,160,1445,160
1481,162,1481,162
306,99,306,99
302,104,302,104
631,92,631,92
1498,147,1498,147
1375,71,1375,71
1379,65,1379,65
311,68,311,68
714,39,714,39
1426,70,1426,70
1383,76,1383,76
1403,76,1403,76
1395,78,1395,78
1398,21,1398,21
234,39,234,39
1510,161,1510,161
1501,164,1501,164
1481,128,1481,128
1476,130,1476,130
1440,135,1440,135
1463,135,1463,135
1447,139,1447,139
1397,228,1397,228
1421,234,1421,234
278,97,278,97
291,101,291,101
1632,183,1632,183
1370,1,1370,1
1370,10,1370,10
1354,66,1354,66
224,17,224,17
227,22,227,22
1486,95,1486,95
1497,106,1497,106
1487,176,1487,176
402,132,402,132
492,127,492,127
479,141,479,141
1417,66,1417,66
1513,136,1513,136
339,84,339,84
333,83,333,83
1575,120,1575,120
573,244,573,244
1488,88,1488,88
289,126,289,126
1670,210,1670,210
1655,193,1655,193
1649,200,1649,200
333,171,333,171
1673,199,1673,199
1416,97,1416,97
259,84,259,84
1438,65,1438,65
265,84,265,84
1280,132,1280,132
287,94,287,94
323,142,323,142
408,187,408,187
206,11,206,11
1476,179,1476,179
406,174,406,174
410,197,410,197
1620,190,1620,190
1432,120,1432,120
313,86,313,86
1302,134,1302,134
1275,137,1275,137
474,149,474,149
1335,50,1335,50
1360,56,1360,56
836,175,836,175
1576,173,1576,173
252,81,252,81
281,94,281,94
1425,144,1425,144
1504,116,1504,116
1282,165,1282,165
1524,127,1524,127
339,116,339,116
1534,139,1534,139
827,115,827,115
382,206,382,206
1331,37,1331,37
1682,192,1682,192
516,343,516,343
512,350,512,350
1581,208,1581,208
1594,217,1594,217
416,144,416,144
644,125,644,125
412,131,412,131
1312,31,1312,31
1489,148,1489,148
1462,150,1462,150
1483,150,1483,150
1469,154,1469,154
1441,153,1441,153
1483,158,1483,158
654,155,654,155
1555,100,1555,100
1655,311,1655,311
1666,315,1666,315
1555,184,1555,184
1541,188,1541,188
285,78,285,78
773,120,773,120
395,208,395,208
416,208,416,208
411,197,411,197
407,203,407,203
1393,63,1393,63
1390,71,1390,71
1590,212,1590,212
1472,111,1472,111
1467,124,1467,124
1274,165,1274,165
1294,171,1294,171
1287,173,1287,173
1616,211,1616,211
457,161,457,161
1689,218,1689,218
375,89,375,89
1712,232,1712,232
1630,206,1630,206
1465,161,1465,161
1454,166,1454,166
1454,172,1454,172
1657,301,1657,301
1581,198,1581,198
842,197,842,197
1657,242,1657,242
1676,244,1676,244
1691,272,1691,272
1527,204,1527,204
1492,169,1492,169
1130,395,1130,395
615,323,615,323
554,149,554,149
593,177,593,177
1545,164,1545,164
1516,168,1516,168
510,194,510,194
1541,198,1541,198
1536,204,1536,204
1635,301,1635,301
524,354,524,354
943,424,943,424
1507,190,1507,190
1560,199,1560,199
1572,203,1572,203
1150,355,1150,355
1683,201,1683,201
637,375,637,375
1580,234,1580,234
1588,234,1588,234
1616,235,1616,235
1634,315,1634,315
414,223,414,223
412,229,412,229
1608,263,1608,263
580,425,580,425
1659,382,1659,382
586,436,586,436
1664,288,1664,288
560,282,560,282
1677,268,1677,268
1689,375,1689,375
1536,153,1536,153
1549,155,1549,155
1668,383,1668,383
1668,395,1668,395
848,293,848,293
1099,412,1099,412
424,221,424,221
1586,461,1586,461
1664,295,1664,295
926,283,926,283
1637,208,1637,208
1141,414,1141,414
970,310,970,310
1645,284,1645,284
530,356,530,356
531,324,531,324
1696,310,1696,310
1689,317,1689,317
1134,400,1134,400
1646,321,1646,321
1620,274,1620,274
1146,403,1146,403
1148,413,1148,413
1158,367,1158,367
1162,373,1162,373
1170,375,1170,375
1144,382,1144,382
590,443,590,443
958,286,958,286
1587,248,1587,248
1598,247,1598,247
568,435,568,435
591,443,591,443
1706,380,1706,380
486,369,486,369
1142,422,1142,422
1137,370,1137,370
1679,358,1679,358
655,420,655,420
581,347,581,347
1565,484,1565,484
708,490,708,490
1657,396,1657,396
1671,357,1671,357
635,386,635,386
909,384,909,384
616,467,616,467
1141,356,1141,356
1716,452,1716,452
1145,428,1145,428
1098,420,1098,420
1710,444,1710,444
1556,454,1556,454
1259,426,1259,426
1555,447,1555,447
1549,455,1549,455
1140,398,1140,398
598,411,598,411
1689,443,1689,443
758,501,758,501
1577,445,1577,445
1658,415,1658,415
1658,423,1658,423
585,450,585,450
572,461,572,461
1712,435,1712,435
1142,376,1142,376
671,441,671,441
1651,419,1651,419
1654,429,1654,429
1151,366,1151,366
1144,366,1144,366
1705,401,1705,401
1694,403,1694,403
1642,477,1642,477
1170,539,1170,539
1266,425,1266,425
937,500,937,500
1572,473,1572,473
1683,435,1683,435
1288,443,1288,443
1280,445,1280,445
1693,448,1693,448
1206,553,1206,553
1287,468,1287,468
1563,458,1563,458
1592,460,1592,460
1188,572,1188,572
763,474,763,474
1313,508,1313,508
1160,528,1160,528
1183,534,1183,534
936,519,936,519
1596,467,1596,467
1271,434,1271,434
1265,436,1265,436
1275,440,1275,440
1184,495,1184,495
1176,495,1176,495
1187,504,1187,504
1169,510,1169,510
1192,509,1192,509
821,468,821,468
1675,435,1675,435
1197,564,1197,564
1143,573,1143,573
1582,439,1582,439
1131,565,1131,565
1144,545,1144,545
1159,547,1159,547
1197,554,1197,554
1169,497,1169,497
1131,574,1131,574
906,571,906,571
950,543,950,543
790,570,790,570
1187,550,1187,550
1150,552,1150,552
1141,555,1141,555
1169,558,1169,558
817,635,817,635
1150,593,1150,593
1183,515,1183,515
1144,564,1144,564
733,545,733,545
835,695,835,695
982,703,982,703
730,655,730,655
1149,527,1149,527
1171,532,1171,532
1146,536,1146,536
898,759,898,759
708,678,708,678
756,643,756,643
1135,580,1135,580
714,692,714,692
1150,565,1150,565
1196,572,1196,572
1143,583,1143,583
776,706,776,706
728,672,728,672
990,747,990,747
1184,544,1184,544
1180,547,1180,547
1165,550,1165,550
1193,558,1193,558
722,653,722,653
857,861,857,861
941,796,941,796
948,797,948,797
734,561,734,561
935,786,935,786
902,788,902,788
727,644,727,644
1161,519,1161,519
737,684,737,684
718,657,718,657
794,636,794,636
973,734,973,734
1991,842,1991,842
860,868,860,868
1042,1002,1042,1002
1036,1001,1036,1001
1942,898,1942,898
896,880,896,880
1937,906,1937,906
868,781,868,781
1929,906,1929,906
1987,827,1987,827
784,940,784,940
1934,899,1934,899
854,878,854,878
889,964,889,964
893,972,893,972
878,943,878,943
891,873,891,873
1904,933,1904,933
847,891,847,891
1009,957,1009,957
499,1034,499,1034
1892,935,1892,935
832,918,832,918
1945,1029,1945,1029
830,929,830,929
825,936,825,936
1060,889,1060,889
1017,984,1017,984
1950,915,1950,915
1933,922,1933,922
1928,923,1928,923
1949,926,1949,926
1032,975,1032,975
1013,964,1013,964
1943,916,1943,916
1899,938,1899,938
1002,997,1002,997
1988,1239,1988,1239
767,1030,767,1030
1461,1191,1461,1191
1475,1191,1475,1191
792,1090,792,1090
1765,1260,1765,1260
1052,1045,1052,1045
1542,1204,1542,1204
1109,1040,1109,1040
1080,1049,1080,1049
1026,1007,1026,1007
1033,1010,1033,1010
1040,1012,1040,1012
1067,1022,1067,1022
1020,1007,1020,1007
1029,1015,1029,1015
1632,1247,1632,1247
1910,1342,1910,1342
1418,1282,1418,1282
1387,1292,1387,1292
1954,1027,1954,1027
465,994,465,994
1734,1351,1734,1351
1525,1181,1525,1181
1495,1208,1495,1208
1463,1209,1463,1209
1482,1211,1482,1211
1334,1371,1334,1371
1461,1222,1461,1222
1423,1199,1423,1199
1806,1281,1806,1281
1830,1286,1830,1286
1775,1205,1775,1205
1768,1358,1768,1358
1394,1264,1394,1264
1385,1265,1385,1265
1805,1224,1805,1224
1117,1078,1117,1078
1448,1234,1448,1234
1473,1243,1473,1243
1458,1243,1458,1243
1575,1230,1575,1230
1388,1331,1388,1331
1381,1334,1381,1334
1725,1318,1725,1318
1907,1335,1907,1335
1419,1239,1419,1239
1413,1240,1413,1240
1404,1241,1404,1241
1732,1241,1732,1241
1783,1280,1783,1280
1709,1319,1709,1319
1748,1369,1748,1369
846,1270,846,1270
1034,1189,1034,1189
1698,1344,1698,1344
1797,1237,1797,1237
1790,1245,1790,1245
1848,1257,1848,1257
1789,1207,1789,1207
1815,1246,1815,1246
1071,1028,1071,1028
1065,1029,1065,1029
1725,1306,1725,1306
1380,1264,1380,1264
1390,1276,1390,1276
1520,1248,1520,1248
1421,1225,1421,1225
1434,1229,1434,1229
855,1251,855,1251
1395,1250,1395,1250
867,1253,867,1253
1398,1253,1398,1253
847,1259,847,1259
994,1272,994,1272
1514,1220,1514,1220
1508,1230,1508,1230
1542,1229,1542,1229
890,1222,890,1222
1611,1257,1611,1257
1600,1207,1600,1207
1007,1274,1007,1274
1766,1204,1766,1204
1775,1204,1775,1204
1811,1328,1811,1328
1425,1236,1425,1236
1432,1237,1432,1237
1544,1222,1544,1222
1500,1222,1500,1222
1525,1222,1525,1222
1828,1276,1828,1276
1692,1316,1692,1316
1531,1205,1531,1205
1508,1202,1508,1202
1802,1221,1802,1221
1814,1224,1814,1224
1824,1229,1824,1229
1831,1230,1831,1230
1841,1229,1841,1229
1718,1302,1718,1302
1383,1225,1383,1225
1280,1350,1280,1350
1703,1329,1703,1329
1713,1331,1713,1331
1304,1355,1304,1355
836,1268,836,1268
1399,1223,1399,1223
1427,1226,1427,1226
1699,1353,1699,1353
1821,1228,1821,1228
1724,1354,1724,1354
1772,1252,1772,1252
1796,1254,1796,1254
1397,1238,1397,1238
1787,1259,1787,1259
1385,1238,1385,1238
1764,1260,1764,1260
1745,1223,1745,1223
1777,1226,1777,1226
1807,1233,1807,1233
1787,1227,1787,1227
1748,1232,1748,1232
1742,1240,1742,1240
1769,1241,1769,1241
1258,1306,1258,1306
1682,1352,1682,1352
1690,1351,1690,1351
1705,1358,1705,1358
1713,1293,1713,1293
1780,1199,1780,1199
1199,1294,1199,1294
1812,1308,1812,1308
1001,1260,1001,1260
1794,1213,1794,1213
1778,1338,1778,1338
996,1250,996,1250
1051,1352,1051,1352
1776,1346,1776,1346
1779,1354,1779,1354
1794,1311,1794,1311
1250,1266,1250,1266
1623,1224,1623,1224
1490,1252,1490,1252
1709,1302,1709,1302
1652,1240,1652,1240
1775,1295,1775,1295
1484,1242,1484,1242
1497,1241,1497,1241
1450,1246,1450,1246
1809,1248,1809,1248
1802,1249,1802,1249
1493,1224,1493,1224
1472,1226,1472,1226
1532,1220,1532,1220
1555,1227,1555,1227
1550,1227,1550,1227
1386,1311,1386,1311
1440,1245,1440,1245
1691,1342,1691,1342
1377,1239,1377,1239
1568,1215,1568,1215
1580,1225,1580,1225
1588,1228,1588,1228
1719,1384,1719,1384
1856,1358,1856,1358
1382,1299,1382,1299
1965,1223,1965,1223
1620,1274,1620,1274
1726,1269,1726,1269
1717,1274,1717,1274
1440,1231,1440,1231
1463,1232,1463,1232
1770,1268,1770,1268
1794,1267,1794,1267
1793,1278,1793,1278
1791,1245,1791,1245
1793,1220,1793,1220
1369,1305,1369,1305
1890,1378,1890,1378
818,1272,818,1272
1922,1379,1922,1379
1111,1291,1111,1291
1415,1358,1415,1358
1962,1367,1962,1367
896,1377,896,1377
1721,1293,1721,1293
879,1381,879,1381
885,1382,885,1382
